interaction_id,occurred_at,customer_id,campaign_id,product_id,channel,event_type,session_id,region,segment,spend_usd,revenue_usd,creative_id,agency_id,deal_id
INT-00292,2025-02-26T21:31:00+00:00,CUST-0020,CAMP-004,SKU-0006,display,impression,SES-00023,EMEA,SMB,0.25,0.0,CR-0043,AGY-06,DEAL-1007
INT-00293,2025-03-18T19:14:00+00:00,CUST-0013,CAMP-002,SKU-0010,webinar,impression,SES-00075,NA,Mid-Market,1.06,0.0,CR-0031,AGY-04,DEAL-1100
INT-00294,2025-02-03T18:30:00+00:00,CUST-0061,CAMP-032,SKU-0010,partner,impression,SES-00140,EMEA,Mid-Market,1.0,0.0,CR-0012,AGY-03,DEAL-1009
INT-00295,2025-03-18T04:37:00+00:00,CUST-0024,CAMP-029,SKU-0015,paid_search,impression,SES-00120,EMEA,SMB,0.7,0.0,CR-0015,AGY-06,DEAL-1051
INT-00296,2025-03-30T08:32:00+00:00,CUST-0020,CAMP-007,SKU-0025,social_paid,landing_view,SES-00207,EMEA,SMB,0.52,0.0,CR-0027,AGY-05,DEAL-1007
INT-00297,2025-03-20T21:45:00+00:00,CUST-0071,CAMP-004,SKU-0019,organic_social,mql,SES-00108,APAC,Enterprise,0.32,0.0,CR-0044,AGY-06,DEAL-1045
INT-00298,2025-02-15T16:51:00+00:00,CUST-0061,CAMP-020,SKU-0022,social_paid,click,SES-00219,EMEA,Mid-Market,1.23,0.0,CR-0003,AGY-06,DEAL-1009
INT-00299,2025-01-12T11:39:00+00:00,CUST-0016,CAMP-029,SKU-0018,email,trial_start,SES-00043,EMEA,Mid-Market,0.84,341.56,CR-0013,AGY-06,DEAL-1027
INT-00300,2025-02-05T07:48:00+00:00,CUST-0081,CAMP-010,SKU-0022,partner,impression,SES-00187,NA,Startup,0.92,0.0,CR-0006,AGY-04,DEAL-1100
INT-00301,2025-03-13T03:37:00+00:00,CUST-0036,CAMP-030,SKU-0013,paid_search,form_submit,SES-00160,EMEA,Enterprise,10.18,0.0,CR-0034,AGY-03,DEAL-1009
INT-00302,2025-03-22T02:41:00+00:00,CUST-0073,CAMP-007,SKU-0011,social_paid,click,SES-00026,EMEA,Startup,1.14,0.0,CR-0035,AGY-05,DEAL-1118
INT-00303,2025-01-26T01:39:00+00:00,CUST-0034,CAMP-025,SKU-0009,content_syndication,click,SES-00122,EMEA,SMB,0.97,0.0,CR-0012,AGY-02,DEAL-1001
INT-00304,2025-03-23T15:35:00+00:00,CUST-0005,CAMP-026,SKU-0018,display,landing_view,SES-00013,LATAM,Mid-Market,0.31,0.0,CR-0018,AGY-03,DEAL-1006
INT-00305,2025-01-09T22:33:00+00:00,CUST-0039,CAMP-020,SKU-0022,partner,mql,SES-00220,LATAM,Startup,17.61,0.0,CR-0044,AGY-06,DEAL-1008
INT-00306,2025-01-18T02:33:00+00:00,CUST-0057,CAMP-021,SKU-0027,partner,form_submit,SES-00155,NA,SMB,14.39,0.0,CR-0006,AGY-06,DEAL-1016
INT-00307,2025-01-29T07:39:00+00:00,CUST-0095,CAMP-032,SKU-0012,display,mql,SES-00132,EMEA,Enterprise,4.15,0.0,CR-0005,AGY-03,DEAL-1004
INT-00308,2025-01-05T14:26:00+00:00,CUST-0023,CAMP-013,SKU-0020,webinar,mql,SES-00064,EMEA,Startup,26.2,0.0,CR-0030,AGY-03,DEAL-1086
INT-00309,2025-01-23T00:31:00+00:00,CUST-0048,CAMP-030,SKU-0013,organic_social,landing_view,SES-00032,EMEA,Enterprise,0.02,0.0,CR-0002,AGY-03,DEAL-1095
INT-00310,2025-01-09T05:27:00+00:00,CUST-0023,CAMP-031,SKU-0025,display,impression,SES-00215,EMEA,Startup,0.22,0.0,CR-0045,AGY-05,DEAL-1086
INT-00311,2025-01-19T19:36:00+00:00,CUST-0007,CAMP-011,SKU-0026,webinar,mql,SES-00166,LATAM,Enterprise,13.92,0.0,CR-0044,AGY-05,DEAL-1021
INT-00312,2025-03-14T21:30:00+00:00,CUST-0088,CAMP-001,SKU-0024,content_syndication,trial_start,SES-00166,NA,Startup,5.63,402.54,CR-0039,AGY-05,DEAL-1051
INT-00313,2025-01-23T22:29:00+00:00,CUST-0092,CAMP-018,SKU-0026,organic_social,demo_booked,SES-00219,NA,Startup,0.16,104.13,CR-0030,AGY-05,DEAL-1107
INT-00314,2025-02-28T22:08:00+00:00,CUST-0075,CAMP-007,SKU-0011,paid_search,click,SES-00170,LATAM,Enterprise,2.57,0.0,CR-0036,AGY-05,DEAL-1102
INT-00315,2025-03-20T09:57:00+00:00,CUST-0039,CAMP-007,SKU-0024,content_syndication,impression,SES-00071,LATAM,Startup,0.28,0.0,CR-0021,AGY-05,DEAL-1008
INT-00316,2025-03-02T02:57:00+00:00,CUST-0025,CAMP-010,SKU-0003,webinar,demo_booked,SES-00207,APAC,SMB,13.48,5.09,CR-0026,AGY-04,DEAL-1113
INT-00317,2025-03-06T10:48:00+00:00,CUST-0038,CAMP-017,SKU-0025,organic_social,click,SES-00189,NA,Enterprise,0.06,0.0,CR-0038,AGY-01,DEAL-1016
INT-00318,2025-01-28T07:47:00+00:00,CUST-0044,CAMP-015,SKU-0005,content_syndication,demo_booked,SES-00172,EMEA,Enterprise,6.48,175.3,CR-0033,AGY-06,DEAL-1119
INT-00319,2025-03-11T10:37:00+00:00,CUST-0038,CAMP-007,SKU-0024,content_syndication,impression,SES-00067,NA,Enterprise,0.34,0.0,CR-0036,AGY-05,DEAL-1119
INT-00320,2025-03-13T17:36:00+00:00,CUST-0084,CAMP-006,SKU-0014,webinar,impression,SES-00191,LATAM,Mid-Market,1.34,0.0,CR-0027,AGY-04,DEAL-1025
INT-00321,2025-02-23T02:50:00+00:00,CUST-0034,CAMP-019,SKU-0015,content_syndication,mql,SES-00121,EMEA,SMB,5.0,0.0,CR-0041,AGY-05,DEAL-1001
INT-00322,2025-01-13T12:04:00+00:00,CUST-0025,CAMP-008,SKU-0017,organic_social,click,SES-00106,APAC,SMB,0.06,0.0,CR-0010,AGY-05,DEAL-1113
INT-00323,2025-02-14T09:08:00+00:00,CUST-0053,CAMP-030,SKU-0027,email,impression,SES-00184,LATAM,Startup,0.04,0.0,CR-0006,AGY-03,DEAL-1115
INT-00324,2025-03-11T14:02:00+00:00,CUST-0041,CAMP-004,SKU-0024,paid_search,click,SES-00054,EMEA,SMB,2.24,0.0,CR-0037,AGY-06,DEAL-1020
INT-00325,2025-01-04T10:24:00+00:00,CUST-0017,CAMP-028,SKU-0003,organic_social,click,SES-00123,LATAM,Startup,0.05,0.0,CR-0001,AGY-01,DEAL-1095
INT-00326,2025-01-21T14:17:00+00:00,CUST-0002,CAMP-021,SKU-0027,webinar,impression,SES-00002,EMEA,Enterprise,1.27,0.0,CR-0016,AGY-06,DEAL-1035
INT-00327,2025-01-06T22:37:00+00:00,CUST-0040,CAMP-009,SKU-0003,social_paid,click,SES-00151,NA,Enterprise,1.32,0.0,CR-0011,AGY-01,DEAL-1047
INT-00328,2025-03-24T01:06:00+00:00,CUST-0038,CAMP-030,SKU-0027,display,click,SES-00176,NA,Enterprise,0.8,0.0,CR-0022,AGY-03,DEAL-1016
INT-00329,2025-03-08T19:36:00+00:00,CUST-0022,CAMP-026,SKU-0009,paid_search,impression,SES-00187,APAC,Mid-Market,0.64,0.0,CR-0014,AGY-03,DEAL-1008
INT-00330,2025-02-26T17:15:00+00:00,CUST-0016,CAMP-024,SKU-0016,paid_search,impression,SES-00164,EMEA,Mid-Market,0.65,0.0,CR-0035,AGY-06,DEAL-1027
INT-00331,2025-02-04T14:40:00+00:00,CUST-0085,CAMP-007,SKU-0015,paid_search,impression,SES-00030,LATAM,Mid-Market,0.67,0.0,CR-0029,AGY-05,DEAL-1039
INT-00332,2025-02-08T07:24:00+00:00,CUST-0061,CAMP-010,SKU-0022,webinar,landing_view,SES-00162,EMEA,Mid-Market,1.68,0.0,CR-0020,AGY-04,DEAL-1009
INT-00333,2025-01-11T17:11:00+00:00,CUST-0080,CAMP-009,SKU-0010,organic_social,mql,SES-00027,NA,Startup,0.2,0.0,CR-0040,AGY-01,DEAL-1034
INT-00334,2025-01-27T21:12:00+00:00,CUST-0026,CAMP-013,SKU-0025,partner,mql,SES-00052,EMEA,Mid-Market,9.56,0.0,CR-0027,AGY-03,DEAL-1074
INT-00335,2025-03-24T13:06:00+00:00,CUST-0089,CAMP-031,SKU-0016,display,impression,SES-00004,NA,SMB,0.21,0.0,CR-0006,AGY-05,DEAL-1110
INT-00336,2025-01-22T00:58:00+00:00,CUST-0020,CAMP-006,SKU-0014,social_paid,form_submit,SES-00026,EMEA,SMB,5.94,0.0,CR-0042,AGY-04,DEAL-1007
INT-00337,2025-03-14T23:06:00+00:00,CUST-0060,CAMP-004,SKU-0006,social_paid,mql,SES-00011,EMEA,Enterprise,6.11,0.0,CR-0024,AGY-06,DEAL-1071
INT-00338,2025-02-02T13:01:00+00:00,CUST-0013,CAMP-003,SKU-0005,paid_search,mql,SES-00170,NA,Mid-Market,17.27,0.0,CR-0022,AGY-03,DEAL-1100
INT-00339,2025-02-06T10:21:00+00:00,CUST-0094,CAMP-006,SKU-0010,display,mql,SES-00047,EMEA,Enterprise,4.73,0.0,CR-0026,AGY-04,DEAL-1074
INT-00340,2025-01-13T01:28:00+00:00,CUST-0089,CAMP-031,SKU-0001,organic_social,landing_view,SES-00205,NA,SMB,0.02,0.0,CR-0008,AGY-05,DEAL-1035
INT-00341,2025-02-09T21:10:00+00:00,CUST-0021,CAMP-007,SKU-0025,organic_social,trial_start,SES-00124,NA,Enterprise,0.38,179.3,CR-0044,AGY-05,DEAL-1108
INT-00342,2025-01-05T04:25:00+00:00,CUST-0088,CAMP-009,SKU-0003,content_syndication,trial_start,SES-00029,NA,Startup,6.94,6.18,CR-0029,AGY-01,DEAL-1051
INT-00343,2025-02-01T11:18:00+00:00,CUST-0086,CAMP-022,SKU-0027,social_paid,click,SES-00187,LATAM,SMB,1.26,0.0,CR-0031,AGY-06,DEAL-1028
INT-00344,2025-03-19T12:56:00+00:00,CUST-0020,CAMP-004,SKU-0019,paid_search,landing_view,SES-00041,EMEA,SMB,1.0,0.0,CR-0031,AGY-06,DEAL-1007
INT-00345,2025-01-21T06:30:00+00:00,CUST-0010,CAMP-032,SKU-0012,display,impression,SES-00072,NA,Enterprise,0.24,0.0,CR-0033,AGY-03,DEAL-1007
INT-00346,2025-03-19T23:14:00+00:00,CUST-0052,CAMP-016,SKU-0028,social_paid,click,SES-00206,LATAM,SMB,1.2,0.0,CR-0006,AGY-04,DEAL-1062
INT-00347,2025-02-19T23:31:00+00:00,CUST-0016,CAMP-032,SKU-0012,paid_search,impression,SES-00106,EMEA,Mid-Market,0.64,0.0,CR-0036,AGY-03,DEAL-1027
INT-00348,2025-03-17T02:55:00+00:00,CUST-0078,CAMP-020,SKU-0015,webinar,landing_view,SES-00117,LATAM,Mid-Market,1.39,0.0,CR-0024,AGY-06,DEAL-1100
INT-00349,2025-01-11T09:05:00+00:00,CUST-0059,CAMP-022,SKU-0016,content_syndication,landing_view,SES-00094,NA,SMB,0.35,0.0,CR-0029,AGY-06,DEAL-1070
INT-00350,2025-02-17T12:17:00+00:00,CUST-0001,CAMP-022,SKU-0018,display,mql,SES-00205,EMEA,Enterprise,2.82,0.0,CR-0036,AGY-06,DEAL-1017
INT-00351,2025-01-11T23:46:00+00:00,CUST-0064,CAMP-009,SKU-0022,organic_social,impression,SES-00157,NA,Startup,0.02,0.0,CR-0013,AGY-01,DEAL-1070
INT-00352,2025-03-26T08:14:00+00:00,CUST-0028,CAMP-030,SKU-0014,webinar,landing_view,SES-00028,APAC,SMB,1.66,0.0,CR-0003,AGY-03,DEAL-1053
INT-00353,2025-02-20T08:32:00+00:00,CUST-0058,CAMP-030,SKU-0013,email,purchase,SES-00002,APAC,Mid-Market,2.54,14142.58,CR-0004,AGY-03,DEAL-1020
INT-00354,2025-03-22T05:25:00+00:00,CUST-0089,CAMP-012,SKU-0008,email,impression,SES-00169,NA,SMB,0.04,0.0,CR-0033,AGY-02,DEAL-1035
INT-00355,2025-02-07T13:39:00+00:00,CUST-0036,CAMP-026,SKU-0009,display,purchase,SES-00116,EMEA,Enterprise,10.74,14929.5,CR-0009,AGY-03,DEAL-1009
INT-00356,2025-02-01T10:18:00+00:00,CUST-0092,CAMP-014,SKU-0007,webinar,impression,SES-00183,NA,Startup,1.35,0.0,CR-0044,AGY-01,DEAL-1086
INT-00357,2025-02-13T17:23:00+00:00,CUST-0091,CAMP-012,SKU-0008,display,landing_view,SES-00195,APAC,Mid-Market,0.33,0.0,CR-0036,AGY-02,DEAL-1082
INT-00358,2025-02-04T16:01:00+00:00,CUST-0087,CAMP-019,SKU-0015,organic_social,mql,SES-00134,NA,Startup,0.16,0.0,CR-0002,AGY-05,DEAL-1084
INT-00359,2025-03-13T09:27:00+00:00,CUST-0035,CAMP-011,SKU-0008,partner,landing_view,SES-00038,NA,SMB,1.13,0.0,CR-0045,AGY-05,DEAL-1079
INT-00360,2025-03-09T13:49:00+00:00,CUST-0046,CAMP-029,SKU-0002,social_paid,landing_view,SES-00173,LATAM,Mid-Market,0.5,0.0,CR-0015,AGY-06,DEAL-1033
INT-00361,2025-01-29T11:00:00+00:00,CUST-0031,CAMP-019,SKU-0008,paid_search,trial_start,SES-00100,NA,Startup,33.91,371.83,CR-0044,AGY-05,DEAL-1030
INT-00362,2025-02-19T18:05:00+00:00,CUST-0080,CAMP-029,SKU-0015,webinar,trial_start,SES-00181,NA,Startup,48.66,362.46,CR-0038,AGY-06,DEAL-1034
INT-00363,2025-03-08T21:48:00+00:00,CUST-0038,CAMP-029,SKU-0018,email,purchase,SES-00020,NA,Enterprise,1.61,12684.01,CR-0012,AGY-06,DEAL-1119
INT-00364,2025-01-14T23:46:00+00:00,CUST-0017,CAMP-011,SKU-0026,partner,impression,SES-00120,LATAM,Startup,1.02,0.0,CR-0003,AGY-05,DEAL-1095
INT-00365,2025-03-13T08:44:00+00:00,CUST-0081,CAMP-020,SKU-0015,content_syndication,form_submit,SES-00141,NA,Startup,5.37,0.0,CR-0005,AGY-06,DEAL-1100
INT-00366,2025-02-01T19:16:00+00:00,CUST-0067,CAMP-005,SKU-0001,email,click,SES-00138,NA,Mid-Market,0.14,0.0,CR-0006,AGY-03,DEAL-1046
INT-00367,2025-02-13T05:20:00+00:00,CUST-0085,CAMP-022,SKU-0006,display,impression,SES-00056,LATAM,Mid-Market,0.28,0.0,CR-0034,AGY-06,DEAL-1044
INT-00368,2025-01-23T04:38:00+00:00,CUST-0015,CAMP-023,SKU-0021,content_syndication,impression,SES-00165,LATAM,Enterprise,0.34,0.0,CR-0040,AGY-06,DEAL-1024
INT-00369,2025-03-24T22:50:00+00:00,CUST-0049,CAMP-008,SKU-0016,organic_social,impression,SES-00186,APAC,Mid-Market,0.02,0.0,CR-0002,AGY-05,DEAL-1034
INT-00370,2025-02-16T18:37:00+00:00,CUST-0066,CAMP-029,SKU-0018,content_syndication,impression,SES-00167,NA,SMB,0.26,0.0,CR-0021,AGY-06,DEAL-1005
INT-00371,2025-02-08T14:41:00+00:00,CUST-0022,CAMP-001,SKU-0024,social_paid,impression,SES-00162,APAC,Mid-Market,0.4,0.0,CR-0044,AGY-05,DEAL-1008
INT-00372,2025-03-07T06:01:00+00:00,CUST-0069,CAMP-028,SKU-0023,social_paid,form_submit,SES-00040,NA,Enterprise,4.02,0.0,CR-0030,AGY-01,DEAL-1026
INT-00373,2025-02-05T07:40:00+00:00,CUST-0023,CAMP-017,SKU-0014,social_paid,click,SES-00059,EMEA,Startup,1.18,0.0,CR-0027,AGY-01,DEAL-1086
INT-00374,2025-02-28T09:12:00+00:00,CUST-0056,CAMP-021,SKU-0015,paid_search,click,SES-00031,EMEA,SMB,2.67,0.0,CR-0001,AGY-06,DEAL-1000
INT-00375,2025-03-13T14:59:00+00:00,CUST-0075,CAMP-003,SKU-0018,social_paid,impression,SES-00129,LATAM,Enterprise,0.38,0.0,CR-0019,AGY-03,DEAL-1102
INT-00376,2025-01-15T05:29:00+00:00,CUST-0037,CAMP-029,SKU-0011,organic_social,click,SES-00170,NA,Startup,0.05,0.0,CR-0031,AGY-06,DEAL-1064
INT-00377,2025-02-03T23:06:00+00:00,CUST-0051,CAMP-019,SKU-0028,email,impression,SES-00204,APAC,Startup,0.05,0.0,CR-0042,AGY-05,DEAL-1026
INT-00378,2025-02-18T21:25:00+00:00,CUST-0071,CAMP-010,SKU-0003,social_paid,impression,SES-00147,APAC,Enterprise,0.37,0.0,CR-0026,AGY-04,DEAL-1045
INT-00379,2025-01-15T15:36:00+00:00,CUST-0040,CAMP-014,SKU-0013,display,impression,SES-00166,NA,Enterprise,0.22,0.0,CR-0010,AGY-01,DEAL-1047
INT-00380,2025-02-11T23:38:00+00:00,CUST-0025,CAMP-008,SKU-0017,email,landing_view,SES-00146,APAC,SMB,0.06,0.0,CR-0036,AGY-05,DEAL-1113
INT-00381,2025-02-02T12:10:00+00:00,CUST-0038,CAMP-005,SKU-0001,partner,impression,SES-00186,NA,Enterprise,0.8,0.0,CR-0022,AGY-03,DEAL-1016
INT-00382,2025-01-30T21:16:00+00:00,CUST-0013,CAMP-019,SKU-0008,social_paid,demo_booked,SES-00082,NA,Mid-Market,5.61,116.83,CR-0029,AGY-05,DEAL-1100
INT-00383,2025-02-09T16:43:00+00:00,CUST-0041,CAMP-028,SKU-0005,email,impression,SES-00064,EMEA,SMB,0.04,0.0,CR-0042,AGY-01,DEAL-1056
INT-00384,2025-02-20T05:08:00+00:00,CUST-0018,CAMP-022,SKU-0018,content_syndication,click,SES-00092,NA,Mid-Market,0.88,0.0,CR-0032,AGY-06,DEAL-1007
INT-00385,2025-03-23T04:50:00+00:00,CUST-0036,CAMP-009,SKU-0022,webinar,impression,SES-00161,EMEA,Enterprise,1.03,0.0,CR-0005,AGY-01,DEAL-1009
INT-00386,2025-03-23T08:56:00+00:00,CUST-0075,CAMP-026,SKU-0011,webinar,demo_booked,SES-00142,LATAM,Enterprise,25.76,155.04,CR-0035,AGY-03,DEAL-1102
INT-00387,2025-02-06T02:47:00+00:00,CUST-0051,CAMP-015,SKU-0023,partner,impression,SES-00129,APAC,Startup,0.86,0.0,CR-0006,AGY-06,DEAL-1026
INT-00388,2025-01-17T07:20:00+00:00,CUST-0085,CAMP-016,SKU-0028,email,form_submit,SES-00036,LATAM,Mid-Market,0.73,0.0,CR-0011,AGY-04,DEAL-1044
INT-00389,2025-01-06T17:19:00+00:00,CUST-0095,CAMP-031,SKU-0019,display,impression,SES-00195,EMEA,Enterprise,0.22,0.0,CR-0015,AGY-05,DEAL-1004
INT-00390,2025-03-31T06:07:00+00:00,CUST-0006,CAMP-014,SKU-0021,display,click,SES-00117,LATAM,Mid-Market,0.84,0.0,CR-0003,AGY-01,DEAL-1011
INT-00391,2025-03-01T11:58:00+00:00,CUST-0091,CAMP-018,SKU-0006,partner,click,SES-00146,APAC,Mid-Market,2.89,0.0,CR-0025,AGY-05,DEAL-1044
INT-00392,2025-03-16T09:16:00+00:00,CUST-0067,CAMP-017,SKU-0014,organic_social,purchase,SES-00058,NA,Mid-Market,0.73,14120.55,CR-0023,AGY-01,DEAL-1046
INT-00393,2025-01-26T13:26:00+00:00,CUST-0065,CAMP-009,SKU-0010,content_syndication,impression,SES-00020,EMEA,Startup,0.27,0.0,CR-0042,AGY-01,DEAL-1055
INT-00394,2025-02-13T19:53:00+00:00,CUST-0021,CAMP-024,SKU-0016,social_paid,landing_view,SES-00107,NA,Enterprise,0.51,0.0,CR-0008,AGY-06,DEAL-1108
INT-00395,2025-02-23T22:00:00+00:00,CUST-0027,CAMP-011,SKU-0026,organic_social,impression,SES-00012,NA,Mid-Market,0.01,0.0,CR-0037,AGY-05,DEAL-1079
INT-00396,2025-02-24T13:18:00+00:00,CUST-0074,CAMP-010,SKU-0003,paid_search,impression,SES-00047,EMEA,SMB,0.86,0.0,CR-0026,AGY-04,DEAL-1110
INT-00397,2025-01-16T12:36:00+00:00,CUST-0093,CAMP-019,SKU-0008,social_paid,impression,SES-00156,EMEA,Enterprise,0.33,0.0,CR-0031,AGY-05,DEAL-1014
INT-00398,2025-03-07T22:00:00+00:00,CUST-0077,CAMP-010,SKU-0020,email,landing_view,SES-00131,LATAM,SMB,0.06,0.0,CR-0011,AGY-04,DEAL-1022
INT-00399,2025-01-19T10:02:00+00:00,CUST-0077,CAMP-005,SKU-0013,webinar,impression,SES-00034,LATAM,SMB,1.21,0.0,CR-0002,AGY-03,DEAL-1022
INT-00400,2025-03-21T21:28:00+00:00,CUST-0020,CAMP-007,SKU-0025,email,click,SES-00158,EMEA,SMB,0.16,0.0,CR-0003,AGY-05,DEAL-1007
INT-00401,2025-03-01T02:16:00+00:00,CUST-0012,CAMP-031,SKU-0023,email,demo_booked,SES-00139,APAC,Enterprise,0.62,174.96,CR-0044,AGY-05,DEAL-1049
INT-00402,2025-02-22T10:33:00+00:00,CUST-0030,CAMP-031,SKU-0016,organic_social,impression,SES-00206,NA,Enterprise,0.01,0.0,CR-0045,AGY-05,DEAL-1085
INT-00403,2025-03-21T19:19:00+00:00,CUST-0033,CAMP-031,SKU-0025,webinar,trial_start,SES-00022,APAC,SMB,42.43,2.73,CR-0039,AGY-05,DEAL-1058
INT-00404,2025-02-07T05:08:00+00:00,CUST-0074,CAMP-008,SKU-0026,paid_search,impression,SES-00053,EMEA,SMB,0.72,0.0,CR-0021,AGY-05,DEAL-1110
INT-00405,2025-01-26T01:58:00+00:00,CUST-0055,CAMP-017,SKU-0014,partner,mql,SES-00109,EMEA,Mid-Market,18.8,0.0,CR-0040,AGY-01,DEAL-1106
INT-00406,2025-03-31T23:25:00+00:00,CUST-0053,CAMP-031,SKU-0019,email,impression,SES-00143,LATAM,Startup,0.04,0.0,CR-0017,AGY-05,DEAL-1116
INT-00407,2025-02-10T15:36:00+00:00,CUST-0091,CAMP-026,SKU-0008,email,mql,SES-00169,APAC,Mid-Market,0.96,0.0,CR-0015,AGY-03,DEAL-1044
INT-00408,2025-02-05T10:00:00+00:00,CUST-0028,CAMP-026,SKU-0008,display,mql,SES-00158,APAC,SMB,4.33,0.0,CR-0011,AGY-03,DEAL-1053
INT-00409,2025-01-08T06:50:00+00:00,CUST-0019,CAMP-031,SKU-0001,organic_social,impression,SES-00068,APAC,Startup,0.02,0.0,CR-0024,AGY-05,DEAL-1117
INT-00410,2025-02-14T23:57:00+00:00,CUST-0052,CAMP-019,SKU-0002,paid_search,trial_start,SES-00210,LATAM,SMB,23.65,328.44,CR-0041,AGY-05,DEAL-1062
INT-00411,2025-01-22T18:39:00+00:00,CUST-0025,CAMP-003,SKU-0018,webinar,landing_view,SES-00173,APAC,SMB,1.67,0.0,CR-0024,AGY-03,DEAL-1113
INT-00412,2025-01-19T05:35:00+00:00,CUST-0012,CAMP-018,SKU-0026,organic_social,impression,SES-00102,APAC,Enterprise,0.02,0.0,CR-0038,AGY-05,DEAL-1049
INT-00413,2025-02-25T04:37:00+00:00,CUST-0012,CAMP-019,SKU-0018,display,impression,SES-00209,APAC,Enterprise,0.27,0.0,CR-0015,AGY-05,DEAL-1049
INT-00414,2025-01-07T14:07:00+00:00,CUST-0052,CAMP-001,SKU-0024,partner,impression,SES-00130,LATAM,SMB,0.9,0.0,CR-0036,AGY-05,DEAL-1062
INT-00415,2025-03-10T22:43:00+00:00,CUST-0015,CAMP-017,SKU-0014,partner,landing_view,SES-00097,LATAM,Enterprise,1.14,0.0,CR-0016,AGY-01,DEAL-1024
INT-00416,2025-02-27T16:15:00+00:00,CUST-0088,CAMP-030,SKU-0027,paid_search,click,SES-00067,NA,Startup,2.72,0.0,CR-0025,AGY-03,DEAL-1051
INT-00417,2025-01-01T21:14:00+00:00,CUST-0087,CAMP-015,SKU-0023,display,click,SES-00091,NA,Startup,0.85,0.0,CR-0035,AGY-06,DEAL-1084
INT-00418,2025-02-20T11:26:00+00:00,CUST-0032,CAMP-019,SKU-0018,social_paid,click,SES-00192,APAC,Enterprise,1.36,0.0,CR-0005,AGY-05,DEAL-1085
INT-00419,2025-03-26T16:10:00+00:00,CUST-0041,CAMP-023,SKU-0025,webinar,demo_booked,SES-00069,EMEA,SMB,24.55,39.93,CR-0044,AGY-06,DEAL-1020
INT-00420,2025-01-15T04:46:00+00:00,CUST-0034,CAMP-014,SKU-0013,webinar,impression,SES-00064,EMEA,SMB,1.3,0.0,CR-0023,AGY-01,DEAL-1001
INT-00421,2025-02-03T18:53:00+00:00,CUST-0011,CAMP-032,SKU-0012,paid_search,form_submit,SES-00139,APAC,Enterprise,12.43,0.0,CR-0031,AGY-03,DEAL-1048
INT-00422,2025-02-17T20:29:00+00:00,CUST-0063,CAMP-012,SKU-0002,partner,click,SES-00193,NA,Mid-Market,3.27,0.0,CR-0004,AGY-02,DEAL-1106
INT-00423,2025-03-30T21:12:00+00:00,CUST-0070,CAMP-003,SKU-0005,display,click,SES-00176,EMEA,Mid-Market,0.71,0.0,CR-0030,AGY-03,DEAL-1085
INT-00424,2025-02-02T21:55:00+00:00,CUST-0041,CAMP-001,SKU-0024,paid_search,landing_view,SES-00098,EMEA,SMB,1.03,0.0,CR-0021,AGY-05,DEAL-1056
INT-00425,2025-01-17T17:45:00+00:00,CUST-0024,CAMP-017,SKU-0014,webinar,impression,SES-00157,EMEA,SMB,1.2,0.0,CR-0024,AGY-01,DEAL-1051
INT-00426,2025-02-22T00:15:00+00:00,CUST-0054,CAMP-024,SKU-0021,display,mql,SES-00072,NA,SMB,2.47,0.0,CR-0012,AGY-06,DEAL-1011
INT-00427,2025-01-14T06:36:00+00:00,CUST-0013,CAMP-018,SKU-0026,webinar,click,SES-00220,NA,Mid-Market,4.36,0.0,CR-0013,AGY-05,DEAL-1118
INT-00428,2025-01-28T07:26:00+00:00,CUST-0061,CAMP-001,SKU-0010,email,click,SES-00035,EMEA,Mid-Market,0.14,0.0,CR-0032,AGY-05,DEAL-1009
INT-00429,2025-03-18T08:45:00+00:00,CUST-0051,CAMP-007,SKU-0011,email,impression,SES-00209,APAC,Startup,0.05,0.0,CR-0031,AGY-05,DEAL-1087
INT-00430,2025-01-02T19:19:00+00:00,CUST-0043,CAMP-017,SKU-0014,display,impression,SES-00143,LATAM,Mid-Market,0.23,0.0,CR-0023,AGY-01,DEAL-1085
INT-00431,2025-03-03T06:36:00+00:00,CUST-0087,CAMP-013,SKU-0025,email,purchase,SES-00073,NA,Startup,1.8,13177.73,CR-0021,AGY-03,DEAL-1084
INT-00432,2025-03-15T12:29:00+00:00,CUST-0049,CAMP-019,SKU-0002,content_syndication,landing_view,SES-00038,APAC,Mid-Market,0.45,0.0,CR-0041,AGY-05,DEAL-1034
INT-00433,2025-01-29T20:13:00+00:00,CUST-0081,CAMP-026,SKU-0009,social_paid,impression,SES-00088,NA,Startup,0.38,0.0,CR-0021,AGY-03,DEAL-1100
INT-00434,2025-02-17T10:00:00+00:00,CUST-0078,CAMP-026,SKU-0011,partner,demo_booked,SES-00200,LATAM,Mid-Market,18.59,36.78,CR-0038,AGY-03,DEAL-1100
INT-00435,2025-01-16T04:37:00+00:00,CUST-0017,CAMP-016,SKU-0025,partner,trial_start,SES-00180,LATAM,Startup,26.28,468.4,CR-0014,AGY-04,DEAL-1095
INT-00436,2025-01-24T21:20:00+00:00,CUST-0071,CAMP-004,SKU-0022,paid_search,form_submit,SES-00135,APAC,Enterprise,10.88,0.0,CR-0007,AGY-06,DEAL-1045
INT-00437,2025-02-17T22:41:00+00:00,CUST-0040,CAMP-015,SKU-0008,webinar,form_submit,SES-00114,NA,Enterprise,20.1,0.0,CR-0009,AGY-06,DEAL-1047
